Plot Title: HohWill_air_6_30_22,,
#,"Date Time, GMT-07:00","Temp, °C (LGR S/N: 21119032, SEN S/N: 21119032)"
1,06/30/2022 17:00:00,19.91373291
2,06/30/2022 17:15:00,19.9780835
3,06/30/2022 17:30:00,19.75285645
4,06/30/2022 17:45:00,19.69923096
5,06/30/2022 18:00:00,19.53835449
6,06/30/2022 18:15:00,19.19515137
7,06/30/2022 18:30:00,18.83049805
8,06/30/2022 18:45:00,18.55164551
9,06/30/2022 19:00:00,18.31569336
10,06/30/2022 19:15:00,17.85451416
11,06/30/2022 19:30:00,17.71508789
12,06/30/2022 19:45:00,17.33970947
13,06/30/2022 20:00:00,16.99650635
14,06/30/2022 20:15:00,16.66402832
15,06/30/2022 20:30:00,16.36372559
16,06/30/2022 20:45:00,16.04197266
17,06/30/2022 21:00:00,15.62369385
18,06/30/2022 21:15:00,15.23759033
19,06/30/2022 21:30:00,14.87293701
20,06/30/2022 21:45:00,14.4868335
21,06/30/2022 22:00:00,14.15435547
22,06/30/2022 22:15:00,13.88622803
23,06/30/2022 22:30:00,13.65027588
24,06/30/2022 22:45:00,13.46794922
25,06/30/2022 23:00:00,13.43577393
26,06/30/2022 23:15:00,13.43577393
27,06/30/2022 23:30:00,13.43577393
28,06/30/2022 23:45:00,13.5752002
29,07/01/2022 00:00:00,13.52157471
30,07/01/2022 00:15:00,13.5322998
31,07/01/2022 00:30:00,13.47867432
32,07/01/2022 00:45:00,13.41432373
33,07/01/2022 01:00:00,13.38214844
34,07/01/2022 01:15:00,13.30707275
35,07/01/2022 01:30:00,13.19982178
36,07/01/2022 01:45:00,13.17837158
37,07/01/2022 02:00:00,13.16764648
38,07/01/2022 02:15:00,13.114021
39,07/01/2022 02:30:00,13.06039551
40,07/01/2022 02:45:00,13.01749512
41,07/01/2022 03:00:00,13.00677002
42,07/01/2022 03:15:00,13.02822021
43,07/01/2022 03:30:00,12.97459473
44,07/01/2022 03:45:00,12.93169434
45,07/01/2022 04:00:00,12.94241943
46,07/01/2022 04:15:00,12.92096924
47,07/01/2022 04:30:00,12.93169434
48,07/01/2022 04:45:00,12.89951904
49,07/01/2022 05:00:00,12.92096924
50,07/01/2022 05:15:00,12.92096924
51,07/01/2022 05:30:00,12.87806885
52,07/01/2022 05:45:00,12.74936768
53,07/01/2022 06:00:00,12.66356689
54,07/01/2022 06:15:00,12.6528418
55,07/01/2022 06:30:00,12.67429199
56,07/01/2022 06:45:00,12.67429199
57,07/01/2022 07:00:00,12.68501709
58,07/01/2022 07:15:00,12.83516846
59,07/01/2022 07:30:00,12.93169434
60,07/01/2022 07:45:00,13.07112061
61,07/01/2022 08:00:00,13.24272217
62,07/01/2022 08:15:00,13.52157471
63,07/01/2022 08:30:00,13.76825195
64,07/01/2022 08:45:00,13.92912842
65,07/01/2022 09:00:00,13.97202881
66,07/01/2022 09:15:00,14.0256543
67,07/01/2022 09:30:00,14.13290527
68,07/01/2022 09:45:00,14.20798096
69,07/01/2022 10:00:00,14.32595703
70,07/01/2022 10:15:00,14.37958252
71,07/01/2022 10:30:00,14.4868335
72,07/01/2022 10:45:00,14.56190918
73,07/01/2022 11:00:00,14.50828369
74,07/01/2022 11:15:00,14.62625977
75,07/01/2022 11:30:00,14.96946289
76,07/01/2022 11:45:00,15.24831543
77,07/01/2022 12:00:00,15.45209229
78,07/01/2022 12:15:00,15.48426758
79,07/01/2022 12:30:00,15.81674561
80,07/01/2022 12:45:00,16.15994873
81,07/01/2022 13:00:00,16.37445068
82,07/01/2022 13:15:00,16.49242676
83,07/01/2022 13:30:00,16.80345459
84,07/01/2022 13:45:00,17.07158203
85,07/01/2022 14:00:00,17.80088867
86,07/01/2022 14:15:00,18.18699219
87,07/01/2022 14:30:00,18.605271
88,07/01/2022 14:45:00,19.92445801
89,07/01/2022 15:00:00,20.97551758
90,07/01/2022 15:15:00,21.54394775
91,07/01/2022 15:30:00,20.56796387
92,07/01/2022 15:45:00,21.41524658
93,07/01/2022 16:00:00,20.65376465
94,07/01/2022 16:15:00,19.66705566
95,07/01/2022 16:30:00,19.18442627
96,07/01/2022 16:45:00,18.83049805
97,07/01/2022 17:00:00,18.62672119
98,07/01/2022 17:15:00,18.49802002
99,07/01/2022 17:30:00,18.5838208
100,07/01/2022 17:45:00,18.32641846
101,07/01/2022 18:00:00,17.83306396
102,07/01/2022 18:15:00,17.59711182
103,07/01/2022 18:30:00,17.24318359
104,07/01/2022 18:45:00,16.92143066
105,07/01/2022 19:00:00,16.54605225
106,07/01/2022 19:15:00,16.3101001
107,07/01/2022 19:30:00,16.04197266
108,07/01/2022 19:45:00,15.66659424
109,07/01/2022 20:00:00,15.28049072
110,07/01/2022 20:15:00,14.81931152
111,07/01/2022 20:30:00,14.51900879
112,07/01/2022 20:45:00,14.28305664
113,07/01/2022 21:00:00,13.97202881
114,07/01/2022 21:15:00,13.67172607
115,07/01/2022 21:30:00,13.38214844
116,07/01/2022 21:45:00,13.0818457
117,07/01/2022 22:00:00,13.01749512
118,07/01/2022 22:15:00,13.114021
119,07/01/2022 22:30:00,13.23199707
120,07/01/2022 22:45:00,13.30707275
121,07/01/2022 23:00:00,13.33924805
122,07/01/2022 23:15:00,13.32852295
123,07/01/2022 23:30:00,13.27489746
124,07/01/2022 23:45:00,13.19982178
125,07/02/2022 00:00:00,13.14619629
126,07/02/2022 00:15:00,13.16764648
127,07/02/2022 00:30:00,13.17837158
128,07/02/2022 00:45:00,13.13547119
129,07/02/2022 01:00:00,13.114021
130,07/02/2022 01:15:00,13.06039551
131,07/02/2022 01:30:00,13.04967041
132,07/02/2022 01:45:00,12.99604492
133,07/02/2022 02:00:00,12.93169434
134,07/02/2022 02:15:00,12.86734375
135,07/02/2022 02:30:00,12.83516846
136,07/02/2022 02:45:00,12.80299316
137,07/02/2022 03:00:00,12.76009277
138,07/02/2022 03:15:00,12.72791748
139,07/02/2022 03:30:00,12.67429199
140,07/02/2022 03:45:00,12.60994141
141,07/02/2022 04:00:00,12.55631592
142,07/02/2022 04:15:00,12.50269043
143,07/02/2022 04:30:00,12.51341553
144,07/02/2022 04:45:00,12.44906494
145,07/02/2022 05:00:00,12.38471436
146,07/02/2022 05:15:00,12.35253906
147,07/02/2022 05:30:00,12.32036377
148,07/02/2022 05:45:00,12.32036377
149,07/02/2022 06:00:00,12.36326416
150,07/02/2022 06:15:00,12.41688965
151,07/02/2022 06:30:00,12.49196533
152,07/02/2022 06:45:00,12.60994141
153,07/02/2022 07:00:00,12.76009277
154,07/02/2022 07:15:00,12.88879395
155,07/02/2022 07:30:00,13.03894531
156,07/02/2022 07:45:00,13.07112061
157,07/02/2022 08:00:00,13.15692139
158,07/02/2022 08:15:00,13.34997314
159,07/02/2022 08:30:00,13.63955078
160,07/02/2022 08:45:00,13.84332764
161,07/02/2022 09:00:00,14.22943115
162,07/02/2022 09:15:00,14.42248291
163,07/02/2022 09:30:00,14.99091309
164,07/02/2022 09:45:00,16.299375
165,07/02/2022 10:00:00,16.23502441
166,07/02/2022 10:15:00,16.99650635
167,07/02/2022 10:30:00,18.09046631
168,07/02/2022 10:45:00,18.73397217
169,07/02/2022 11:00:00,18.45511963
170,07/02/2022 11:15:00,19.0342749
171,07/02/2022 11:30:00,19.30240234
172,07/02/2022 11:45:00,21.02914307
173,07/02/2022 12:00:00,20.4392627
174,07/02/2022 12:15:00,20.76101563
175,07/02/2022 12:30:00,21.09349365
176,07/02/2022 12:45:00,21.20074463
177,07/02/2022 13:00:00,21.64047363
178,07/02/2022 13:15:00,21.61902344
179,07/02/2022 13:30:00,21.62974854
180,07/02/2022 13:45:00,21.70482422
181,07/02/2022 14:00:00,22.04802734
182,07/02/2022 14:15:00,22.16600342
183,07/02/2022 14:30:00,21.71554932
184,07/02/2022 14:45:00,21.28654541
185,07/02/2022 15:00:00,21.68337402
186,07/02/2022 15:15:00,22.19817871
187,07/02/2022 15:30:00,22.79878418
188,07/02/2022 15:45:00,22.08020264
189,07/02/2022 16:00:00,20.91116699
190,07/02/2022 16:15:00,19.88155762
191,07/02/2022 16:30:00,19.33457764
192,07/02/2022 16:45:00,18.92702393
193,07/02/2022 17:00:00,18.53019531
194,07/02/2022 17:15:00,18.09046631
195,07/02/2022 17:30:00,17.81161377
196,07/02/2022 17:45:00,17.59711182
197,07/02/2022 18:00:00,17.50058594
198,07/02/2022 18:15:00,17.43623535
199,07/02/2022 18:30:00,17.59711182
200,07/02/2022 18:45:00,17.50058594
201,07/02/2022 19:00:00,17.18955811
202,07/02/2022 19:15:00,16.7712793
203,07/02/2022 19:30:00,16.43880127
204,07/02/2022 19:45:00,16.3208252
205,07/02/2022 20:00:00,16.08487305
206,07/02/2022 20:15:00,15.8274707
207,07/02/2022 20:30:00,15.57006836
208,07/02/2022 20:45:00,15.32339111
209,07/02/2022 21:00:00,15.10888916
210,07/02/2022 21:15:00,14.88366211
211,07/02/2022 21:30:00,14.70133545
212,07/02/2022 21:45:00,14.55118408
213,07/02/2022 22:00:00,14.39030762
214,07/02/2022 22:15:00,14.28305664
215,07/02/2022 22:30:00,14.14363037
216,07/02/2022 22:45:00,14.04710449
217,07/02/2022 23:00:00,13.97202881
218,07/02/2022 23:15:00,13.87550293
219,07/02/2022 23:30:00,13.85405273
220,07/02/2022 23:45:00,13.76825195
221,07/03/2022 00:00:00,13.71462646
222,07/03/2022 00:15:00,13.66100098
223,07/03/2022 00:30:00,13.58592529
224,07/03/2022 00:45:00,13.5430249
225,07/03/2022 01:00:00,13.48939941
226,07/03/2022 01:15:00,13.47867432
227,07/03/2022 01:30:00,13.43577393
228,07/03/2022 01:45:00,13.36069824
229,07/03/2022 02:00:00,13.31779785
230,07/03/2022 02:15:00,13.30707275
231,07/03/2022 02:30:00,13.33924805
232,07/03/2022 02:45:00,13.30707275
233,07/03/2022 03:00:00,13.27489746
234,07/03/2022 03:15:00,13.23199707
235,07/03/2022 03:30:00,13.16764648
236,07/03/2022 03:45:00,13.15692139
237,07/03/2022 04:00:00,13.1032959
238,07/03/2022 04:15:00,13.114021
239,07/03/2022 04:30:00,13.00677002
240,07/03/2022 04:45:00,12.94241943
241,07/03/2022 05:00:00,12.84589355
242,07/03/2022 05:15:00,12.73864258
243,07/03/2022 05:30:00,12.6421167
244,07/03/2022 05:45:00,12.6313916
245,07/03/2022 06:00:00,12.60994141
246,07/03/2022 06:15:00,12.6528418
247,07/03/2022 06:30:00,12.73864258
248,07/03/2022 06:45:00,12.83516846
249,07/03/2022 07:00:00,12.94241943
250,07/03/2022 07:15:00,12.97459473
251,07/03/2022 07:30:00,13.14619629
252,07/03/2022 07:45:00,13.41432373
253,07/03/2022 08:00:00,13.59665039
254,07/03/2022 08:15:00,13.92912842
255,07/03/2022 08:30:00,13.993479
256,07/03/2022 08:45:00,14.34740723
257,07/03/2022 09:00:00,14.88366211
258,07/03/2022 09:15:00,15.08743896
259,07/03/2022 09:30:00,15.23759033
260,07/03/2022 09:45:00,15.18396484
261,07/03/2022 10:00:00,15.05526367
262,07/03/2022 10:15:00,15.07671387
263,07/03/2022 10:30:00,15.08743896
264,07/03/2022 10:45:00,15.21614014
265,07/03/2022 11:00:00,15.58079346
266,07/03/2022 11:15:00,15.95617188
267,07/03/2022 11:30:00,16.02052246
268,07/03/2022 11:45:00,16.08487305
269,07/03/2022 12:00:00,16.04197266
270,07/03/2022 12:15:00,15.73094482
271,07/03/2022 12:30:00,15.859646
272,07/03/2022 12:45:00,15.91327148
273,07/03/2022 13:00:00,16.13849854
274,07/03/2022 13:15:00,16.58895264
275,07/03/2022 13:30:00,16.36372559
276,07/03/2022 13:45:00,16.33155029
277,07/03/2022 14:00:00,16.47097656
278,07/03/2022 14:15:00,16.54605225
279,07/03/2022 14:30:00,16.86780518
280,07/03/2022 14:45:00,16.91070557
281,07/03/2022 15:00:00,17.13593262
282,07/03/2022 15:15:00,17.06085693
283,07/03/2022 15:30:00,17.03940674
284,07/03/2022 15:45:00,17.00723145
285,07/03/2022 16:00:00,17.74726318
286,07/03/2022 16:15:00,18.20844238
287,07/03/2022 16:30:00,17.89741455
288,07/03/2022 16:45:00,17.6936377
289,07/03/2022 17:00:00,17.58638672
290,07/03/2022 17:15:00,17.18955811
291,07/03/2022 17:30:00,16.38517578
292,07/03/2022 17:45:00,15.89182129
293,07/03/2022 18:00:00,15.43064209
294,07/03/2022 18:15:00,15.03381348
295,07/03/2022 18:30:00,14.63698486
296,07/03/2022 18:45:00,14.32595703
297,07/03/2022 19:00:00,14.16508057
298,07/03/2022 19:15:00,14.15435547
299,07/03/2022 19:30:00,13.91840332
300,07/03/2022 19:45:00,13.61810059
301,07/03/2022 20:00:00,13.23199707
302,07/03/2022 20:15:00,13.0925708
303,07/03/2022 20:30:00,13.01749512
304,07/03/2022 20:45:00,12.85661865
305,07/03/2022 21:00:00,12.71719238
306,07/03/2022 21:15:00,12.70646729
307,07/03/2022 21:30:00,12.67429199
308,07/03/2022 21:45:00,12.57776611
309,07/03/2022 22:00:00,12.60994141
310,07/03/2022 22:15:00,12.56704102
311,07/03/2022 22:30:00,12.59921631
312,07/03/2022 22:45:00,12.60994141
313,07/03/2022 23:00:00,12.58849121
314,07/03/2022 23:15:00,12.59921631
315,07/03/2022 23:30:00,12.43833984
316,07/03/2022 23:45:00,12.49196533
317,07/04/2022 00:00:00,12.50269043
318,07/04/2022 00:15:00,12.48124023
319,07/04/2022 00:30:00,12.51341553
320,07/04/2022 00:45:00,12.49196533
321,07/04/2022 01:00:00,12.51341553
322,07/04/2022 01:15:00,12.48124023
323,07/04/2022 01:30:00,12.45979004
324,07/04/2022 01:45:00,12.34181396
325,07/04/2022 02:00:00,12.34181396
326,07/04/2022 02:15:00,12.33108887
327,07/04/2022 02:30:00,12.23456299
328,07/04/2022 02:45:00,12.1809375
329,07/04/2022 03:00:00,12.1916626
330,07/04/2022 03:15:00,12.30963867
331,07/04/2022 03:30:00,12.25601318
332,07/04/2022 03:45:00,12.23456299
333,07/04/2022 04:00:00,12.1916626
334,07/04/2022 04:15:00,12.22383789
335,07/04/2022 04:30:00,12.22383789
336,07/04/2022 04:45:00,12.24528809
337,07/04/2022 05:00:00,12.26673828
338,07/04/2022 05:15:00,12.27746338
339,07/04/2022 05:30:00,12.29891357
340,07/04/2022 05:45:00,12.33108887
341,07/04/2022 06:00:00,12.25601318
342,07/04/2022 06:15:00,12.32036377
343,07/04/2022 06:30:00,12.39543945
344,07/04/2022 06:45:00,12.42761475
345,07/04/2022 07:00:00,12.55631592
346,07/04/2022 07:15:00,12.58849121
347,07/04/2022 07:30:00,12.67429199
348,07/04/2022 07:45:00,12.79226807
349,07/04/2022 08:00:00,12.85661865
350,07/04/2022 08:15:00,12.96386963
351,07/04/2022 08:30:00,13.18909668
352,07/04/2022 08:45:00,13.36069824
353,07/04/2022 09:00:00,13.5430249
354,07/04/2022 09:15:00,13.96130371
355,07/04/2022 09:30:00,14.12218018
356,07/04/2022 09:45:00,14.07927979
357,07/04/2022 10:00:00,14.09000488
358,07/04/2022 10:15:00,14.13290527
359,07/04/2022 10:30:00,14.24015625
360,07/04/2022 10:45:00,14.40103271
361,07/04/2022 11:00:00,14.42248291
362,07/04/2022 11:15:00,14.69061035
363,07/04/2022 11:30:00,14.26160645
364,07/04/2022 11:45:00,14.36885742
365,07/04/2022 12:00:00,14.77641113
366,07/04/2022 12:15:00,15.73094482
367,07/04/2022 12:30:00,15.79529541
368,07/04/2022 12:45:00,16.00979736
369,07/04/2022 13:00:00,15.859646
370,07/04/2022 13:15:00,16.05269775
371,07/04/2022 13:30:00,15.98834717
372,07/04/2022 13:45:00,16.3101001
373,07/04/2022 14:00:00,16.49242676
374,07/04/2022 14:15:00,17.06085693
375,07/04/2022 14:30:00,16.87853027
376,07/04/2022 14:45:00,16.67475342
377,07/04/2022 15:00:00,16.46025146
378,07/04/2022 15:15:00,16.52460205
379,07/04/2022 15:30:00,16.23502441
380,07/04/2022 15:45:00,16.58895264
381,07/04/2022 16:00:00,16.50315186
382,07/04/2022 16:15:00,16.2779248
383,07/04/2022 16:30:00,16.39590088
384,07/04/2022 16:45:00,16.2886499
385,07/04/2022 17:00:00,16.2779248
386,07/04/2022 17:15:00,16.12777344
387,07/04/2022 17:30:00,15.92399658
388,07/04/2022 17:45:00,15.68804443
389,07/04/2022 18:00:00,15.33411621
390,07/04/2022 18:15:00,15.15178955
391,07/04/2022 18:30:00,15.08743896
392,07/04/2022 18:45:00,15.08743896
393,07/04/2022 19:00:00,15.20541504
394,07/04/2022 19:15:00,15.24831543
395,07/04/2022 19:30:00,15.07671387
396,07/04/2022 19:45:00,14.9265625
397,07/04/2022 20:00:00,14.95873779
398,07/04/2022 20:15:00,14.77641113
399,07/04/2022 20:30:00,14.52973389
400,07/04/2022 20:45:00,14.19725586
401,07/04/2022 21:00:00,13.91840332
402,07/04/2022 21:15:00,13.66100098
403,07/04/2022 21:30:00,13.46794922
404,07/04/2022 21:45:00,13.30707275
405,07/04/2022 22:00:00,13.15692139
406,07/04/2022 22:15:00,12.99604492
407,07/04/2022 22:30:00,12.86734375
408,07/04/2022 22:45:00,12.85661865
409,07/04/2022 23:00:00,12.81371826
410,07/04/2022 23:15:00,12.71719238
411,07/04/2022 23:30:00,12.6206665
412,07/04/2022 23:45:00,12.54559082
413,07/05/2022 00:00:00,12.49196533
414,07/05/2022 00:15:00,12.45979004
415,07/05/2022 00:30:00,12.47051514
416,07/05/2022 00:45:00,12.37398926
417,07/05/2022 01:00:00,12.25601318
418,07/05/2022 01:15:00,12.06296143
419,07/05/2022 01:30:00,11.94498535
420,07/05/2022 01:45:00,11.68758301
421,07/05/2022 02:00:00,11.46235596
422,07/05/2022 02:15:00,11.19422852
423,07/05/2022 02:30:00,11.06552734
424,07/05/2022 02:45:00,11.05480225
425,07/05/2022 03:00:00,11.00117676
426,07/05/2022 03:15:00,11.01190186
427,07/05/2022 03:30:00,10.84030029
428,07/05/2022 03:45:00,10.67942383
429,07/05/2022 04:00:00,10.49709717
430,07/05/2022 04:15:00,10.38984619
431,07/05/2022 04:30:00,10.32549561
432,07/05/2022 04:45:00,10.27187012
433,07/05/2022 05:00:00,10.17534424
434,07/05/2022 05:15:00,10.12171875
435,07/05/2022 05:30:00,10.05736816
436,07/05/2022 05:45:00,9.960842285
437,07/05/2022 06:00:00,9.928666992
438,07/05/2022 06:15:00,10.02519287
439,07/05/2022 06:30:00,10.13244385
440,07/05/2022 06:45:00,10.42202148
441,07/05/2022 07:00:00,10.67942383
442,07/05/2022 07:15:00,11.04407715
443,07/05/2022 07:30:00,12.21311279
444,07/05/2022 07:45:00,14.64770996
445,07/05/2022 08:00:00,16.69620361
446,07/05/2022 08:15:00,17.6936377
447,07/05/2022 08:30:00,18.06901611
448,07/05/2022 08:45:00,18.92702393
449,07/05/2022 09:00:00,20.23548584
450,07/05/2022 09:15:00,20.09605957
