"Plot Title: Willoughby_5_23_22","",""
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 21119023, SEN S/N: 21119023)"
"1","05/23/2022 17:00:00","9.4031372070312"
"2","05/23/2022 17:15:00","9.4245874023437"
"3","05/23/2022 17:30:00","9.392412109375"
"4","05/23/2022 17:45:00","9.392412109375"
"5","05/23/2022 18:00:00","9.3602368164062"
"6","05/23/2022 18:15:00","9.34951171875"
"7","05/23/2022 18:30:00","9.3387866210937"
"8","05/23/2022 18:45:00","9.3280615234375"
"9","05/23/2022 19:00:00","9.306611328125"
"10","05/23/2022 19:15:00","9.2851611328125"
"11","05/23/2022 19:30:00","9.2744360351562"
"12","05/23/2022 19:45:00","9.220810546875"
"13","05/23/2022 20:00:00","9.2100854492187"
"14","05/23/2022 20:15:00","9.1671850585937"
"15","05/23/2022 20:30:00","9.135009765625"
"16","05/23/2022 20:45:00","9.092109375"
"17","05/23/2022 21:00:00","9.0813842773438"
"18","05/23/2022 21:15:00","9.00630859375"
"19","05/23/2022 21:30:00","8.9741333007812"
"20","05/23/2022 21:45:00","8.9312329101562"
"21","05/23/2022 22:00:00","8.8990576171875"
"22","05/23/2022 22:15:00","8.8454321289062"
"23","05/23/2022 22:30:00","8.791806640625"
"24","05/23/2022 22:45:00","8.7703564453125"
"25","05/23/2022 23:00:00","8.7274560546875"
"26","05/23/2022 23:15:00","8.6952807617187"
"27","05/23/2022 23:30:00","8.6416552734375"
"28","05/23/2022 23:45:00","8.620205078125"
"29","05/24/2022 00:00:00","8.5665795898437"
"30","05/24/2022 00:15:00","8.534404296875"
"31","05/24/2022 00:30:00","8.49150390625"
"32","05/24/2022 00:45:00","8.4700537109375"
"33","05/24/2022 01:00:00","8.448603515625"
"34","05/24/2022 01:15:00","8.448603515625"
"35","05/24/2022 01:30:00","8.4164282226563"
"36","05/24/2022 01:45:00","8.4271533203125"
"37","05/24/2022 02:00:00","8.4164282226563"
"38","05/24/2022 02:15:00","8.3949780273437"
"39","05/24/2022 02:30:00","8.405703125"
"40","05/24/2022 02:45:00","8.3735278320313"
"41","05/24/2022 03:00:00","8.3735278320313"
"42","05/24/2022 03:15:00","8.362802734375"
"43","05/24/2022 03:30:00","8.3413525390625"
"44","05/24/2022 03:45:00","8.3520776367187"
"45","05/24/2022 04:00:00","8.3413525390625"
"46","05/24/2022 04:15:00","8.31990234375"
"47","05/24/2022 04:30:00","8.277001953125"
"48","05/24/2022 04:45:00","8.2877270507812"
"49","05/24/2022 05:00:00","8.277001953125"
"50","05/24/2022 05:15:00","8.2555517578125"
"51","05/24/2022 05:30:00","8.2448266601562"
"52","05/24/2022 05:45:00","8.2341015625"
"53","05/24/2022 06:00:00","8.2233764648437"
"54","05/24/2022 06:15:00","8.2233764648437"
"55","05/24/2022 06:30:00","8.2341015625"
"56","05/24/2022 06:45:00","8.2126513671875"
"57","05/24/2022 07:00:00","8.2126513671875"
"58","05/24/2022 07:15:00","8.2126513671875"
"59","05/24/2022 07:30:00","8.2341015625"
"60","05/24/2022 07:45:00","8.2341015625"
"61","05/24/2022 08:00:00","8.2662768554687"
"62","05/24/2022 08:15:00","8.2877270507812"
"63","05/24/2022 08:30:00","8.277001953125"
"64","05/24/2022 08:45:00","8.277001953125"
"65","05/24/2022 09:00:00","8.2984521484375"
"66","05/24/2022 09:15:00","8.3091772460937"
"67","05/24/2022 09:30:00","8.2984521484375"
"68","05/24/2022 09:45:00","8.2984521484375"
"69","05/24/2022 10:00:00","8.31990234375"
"70","05/24/2022 10:15:00","8.3306274414062"
"71","05/24/2022 10:30:00","8.3520776367187"
"72","05/24/2022 10:45:00","8.362802734375"
"73","05/24/2022 11:00:00","8.3735278320313"
"74","05/24/2022 11:15:00","8.405703125"
"75","05/24/2022 11:30:00","8.448603515625"
"76","05/24/2022 11:45:00","8.5129541015625"
"77","05/24/2022 12:00:00","8.5558544921875"
"78","05/24/2022 12:15:00","8.5880297851563"
"79","05/24/2022 12:30:00","8.6309301757812"
"80","05/24/2022 12:45:00","8.6523803710937"
"81","05/24/2022 13:00:00","8.6738305664062"
"82","05/24/2022 13:15:00","8.6738305664062"
"83","05/24/2022 13:30:00","8.6952807617187"
"84","05/24/2022 13:45:00","8.7274560546875"
"85","05/24/2022 14:00:00","8.7703564453125"
"86","05/24/2022 14:15:00","8.8239819335937"
"87","05/24/2022 14:30:00","8.8561572265625"
"88","05/24/2022 14:45:00","8.8454321289062"
"89","05/24/2022 15:00:00","8.8668823242188"
"90","05/24/2022 15:15:00","8.877607421875"
"91","05/24/2022 15:30:00","8.877607421875"
"92","05/24/2022 15:45:00","8.9205078125"
"93","05/24/2022 16:00:00","8.9526831054688"
"94","05/24/2022 16:15:00","8.9419580078125"
"95","05/24/2022 16:30:00","8.9205078125"
"96","05/24/2022 16:45:00","8.9205078125"
"97","05/24/2022 17:00:00","8.9312329101562"
"98","05/24/2022 17:15:00","8.9312329101562"
"99","05/24/2022 17:30:00","8.8990576171875"
"100","05/24/2022 17:45:00","8.9097827148438"
"101","05/24/2022 18:00:00","8.9097827148438"
"102","05/24/2022 18:15:00","8.9097827148438"
"103","05/24/2022 18:30:00","8.8668823242188"
"104","05/24/2022 18:45:00","8.877607421875"
"105","05/24/2022 19:00:00","8.8668823242188"
"106","05/24/2022 19:15:00","8.83470703125"
"107","05/24/2022 19:30:00","8.791806640625"
"108","05/24/2022 19:45:00","8.8025317382812"
"109","05/24/2022 20:00:00","8.791806640625"
"110","05/24/2022 20:15:00","8.7596313476562"
"111","05/24/2022 20:30:00","8.74890625"
"112","05/24/2022 20:45:00","8.706005859375"
"113","05/24/2022 21:00:00","8.6845556640625"
"114","05/24/2022 21:15:00","8.6952807617187"
"115","05/24/2022 21:30:00","8.6738305664062"
"116","05/24/2022 21:45:00","8.66310546875"
"117","05/24/2022 22:00:00","8.6416552734375"
"118","05/24/2022 22:15:00","8.620205078125"
"119","05/24/2022 22:30:00","8.620205078125"
"120","05/24/2022 22:45:00","8.5987548828125"
"121","05/24/2022 23:00:00","8.5773046875"
"122","05/24/2022 23:15:00","8.5665795898437"
"123","05/24/2022 23:30:00","8.5665795898437"
"124","05/24/2022 23:45:00","8.5773046875"
"125","05/25/2022 00:00:00","8.5558544921875"
"126","05/25/2022 00:15:00","8.534404296875"
"127","05/25/2022 00:30:00","8.534404296875"
"128","05/25/2022 00:45:00","8.534404296875"
"129","05/25/2022 01:00:00","8.534404296875"
"130","05/25/2022 01:15:00","8.5022290039063"
"131","05/25/2022 01:30:00","8.5129541015625"
"132","05/25/2022 01:45:00","8.5129541015625"
"133","05/25/2022 02:00:00","8.5022290039063"
"134","05/25/2022 02:15:00","8.49150390625"
"135","05/25/2022 02:30:00","8.4807788085937"
"136","05/25/2022 02:45:00","8.49150390625"
"137","05/25/2022 03:00:00","8.49150390625"
"138","05/25/2022 03:15:00","8.5022290039063"
"139","05/25/2022 03:30:00","8.49150390625"
"140","05/25/2022 03:45:00","8.4700537109375"
"141","05/25/2022 04:00:00","8.49150390625"
"142","05/25/2022 04:15:00","8.4700537109375"
"143","05/25/2022 04:30:00","8.4700537109375"
"144","05/25/2022 04:45:00","8.4700537109375"
"145","05/25/2022 05:00:00","8.4700537109375"
"146","05/25/2022 05:15:00","8.4700537109375"
"147","05/25/2022 05:30:00","8.448603515625"
"148","05/25/2022 05:45:00","8.448603515625"
"149","05/25/2022 06:00:00","8.4593286132813"
"150","05/25/2022 06:15:00","8.4593286132813"
"151","05/25/2022 06:30:00","8.448603515625"
"152","05/25/2022 06:45:00","8.4700537109375"
"153","05/25/2022 07:00:00","8.448603515625"
"154","05/25/2022 07:15:00","8.4593286132813"
"155","05/25/2022 07:30:00","8.4807788085937"
"156","05/25/2022 07:45:00","8.49150390625"
"157","05/25/2022 08:00:00","8.5129541015625"
"158","05/25/2022 08:15:00","8.5236791992187"
"159","05/25/2022 08:30:00","8.5558544921875"
"160","05/25/2022 08:45:00","8.5880297851563"
"161","05/25/2022 09:00:00","8.620205078125"
"162","05/25/2022 09:15:00","8.6738305664062"
"163","05/25/2022 09:30:00","8.6738305664062"
"164","05/25/2022 09:45:00","8.7274560546875"
"165","05/25/2022 10:00:00","8.7596313476562"
"166","05/25/2022 10:15:00","8.8025317382812"
"167","05/25/2022 10:30:00","8.83470703125"
"168","05/25/2022 10:45:00","8.9097827148438"
"169","05/25/2022 11:00:00","8.9097827148438"
"170","05/25/2022 11:15:00","8.9526831054688"
"171","05/25/2022 11:30:00","9.0384838867188"
"172","05/25/2022 11:45:00","9.1135595703125"
"173","05/25/2022 12:00:00","9.1457348632812"
"174","05/25/2022 12:15:00","9.1886352539062"
"175","05/25/2022 12:30:00","9.2529858398437"
"176","05/25/2022 12:45:00","9.34951171875"
"177","05/25/2022 13:00:00","9.3602368164062"
"178","05/25/2022 13:15:00","9.4138623046875"
"179","05/25/2022 13:30:00","9.4245874023437"
"180","05/25/2022 13:45:00","9.478212890625"
"181","05/25/2022 14:00:00","9.564013671875"
"182","05/25/2022 14:15:00","9.7677905273437"
